WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304,155.304
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196,204.196
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478,116.478
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337,160.337
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114,148.114
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568,195.568
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312,178.312
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345,183.345
